Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Landvik;SN38140;17.07.2011;11,6
Landvik;SN38140;18.07.2011;30
Landvik;SN38140;19.07.2011;19,6
Landvik;SN38140;20.07.2011;0,4
Landvik;SN38140;21.07.2011;0,2
Landvik;SN38140;22.07.2011;3,4
Landvik;SN38140;23.07.2011;22,9
Landvik;SN38140;24.07.2011;9,6
Landvik;SN38140;25.07.2011;1,8
Landvik;SN38140;26.07.2011;9,1
Landvik;SN38140;27.07.2011;0
Landvik;SN38140;28.07.2011;0
Landvik;SN38140;29.07.2011;0
Landvik;SN38140;30.07.2011;0
Landvik;SN38140;31.07.2011;0
Landvik;SN38140;01.08.2011;0
Landvik;SN38140;02.08.2011;0
Landvik;SN38140;03.08.2011;1,3
Landvik;SN38140;04.08.2011;0
Landvik;SN38140;05.08.2011;11,1
Landvik;SN38140;06.08.2011;31,2
Landvik;SN38140;07.08.2011;2,3
Landvik;SN38140;08.08.2011;29,6
Landvik;SN38140;09.08.2011;0,8
Landvik;SN38140;10.08.2011;4
Landvik;SN38140;11.08.2011;0
Landvik;SN38140;12.08.2011;0
Landvik;SN38140;13.08.2011;0
Landvik;SN38140;14.08.2011;0
Landvik;SN38140;15.08.2011;3,7
Landvik;SN38140;16.08.2011;8,3
Landvik;SN38140;17.08.2011;0
Landvik;SN38140;18.08.2011;3,4
Landvik;SN38140;19.08.2011;0,9
Landvik;SN38140;20.08.2011;10,7
Landvik;SN38140;21.08.2011;0
Landvik;SN38140;22.08.2011;9,1
Landvik;SN38140;23.08.2011;0
Landvik;SN38140;24.08.2011;4
Landvik;SN38140;25.08.2011;22,2
Landvik;SN38140;26.08.2011;0
Landvik;SN38140;27.08.2011;16,2
Landvik;SN38140;28.08.2011;2,7
Landvik;SN38140;29.08.2011;21,6
Landvik;SN38140;30.08.2011;0,3
Landvik;SN38140;31.08.2011;2
Landvik;SN38140;01.09.2011;0,1
Landvik;SN38140;02.09.2011;0
Landvik;SN38140;03.09.2011;0,2
Landvik;SN38140;04.09.2011;2,6
Landvik;SN38140;05.09.2011;15,4
Landvik;SN38140;06.09.2011;4,9
Landvik;SN38140;07.09.2011;24,3
Landvik;SN38140;08.09.2011;8,7
Landvik;SN38140;09.09.2011;0,2
Landvik;SN38140;10.09.2011;0,2
Landvik;SN38140;11.09.2011;30,8
Landvik;SN38140;12.09.2011;3,4
Landvik;SN38140;13.09.2011;25,3
Landvik;SN38140;14.09.2011;0
Landvik;SN38140;15.09.2011;0
Landvik;SN38140;16.09.2011;0
Landvik;SN38140;17.09.2011;0
Landvik;SN38140;18.09.2011;38,2
Landvik;SN38140;19.09.2011;64,6
Landvik;SN38140;20.09.2011;6,1
Landvik;SN38140;21.09.2011;0,9
Landvik;SN38140;22.09.2011;6,3
Landvik;SN38140;23.09.2011;1,9
Landvik;SN38140;24.09.2011;0
Landvik;SN38140;25.09.2011;0
Landvik;SN38140;26.09.2011;0
Landvik;SN38140;27.09.2011;0,8
Landvik;SN38140;28.09.2011;0
Landvik;SN38140;29.09.2011;0
Landvik;SN38140;30.09.2011;0
Landvik;SN38140;01.10.2011;0,1
Landvik;SN38140;02.10.2011;0,1
Landvik;SN38140;03.10.2011;1,4
Landvik;SN38140;04.10.2011;3,9
Landvik;SN38140;05.10.2011;0
Landvik;SN38140;06.10.2011;0,2
Landvik;SN38140;07.10.2011;0,7
Landvik;SN38140;08.10.2011;0
Landvik;SN38140;09.10.2011;0
Landvik;SN38140;10.10.2011;10,5
Landvik;SN38140;11.10.2011;0
Landvik;SN38140;12.10.2011;0
Landvik;SN38140;13.10.2011;0
Landvik;SN38140;14.10.2011;0
Landvik;SN38140;15.10.2011;0,1
Landvik;SN38140;16.10.2011;0
Landvik;SN38140;17.10.2011;0
Landvik;SN38140;18.10.2011;11,9
Landvik;SN38140;19.10.2011;2,5
Landvik;SN38140;20.10.2011;0
Landvik;SN38140;21.10.2011;0
Landvik;SN38140;22.10.2011;2
Landvik;SN38140;23.10.2011;0,5
Landvik;SN38140;24.10.2011;0
Landvik;SN38140;25.10.2011;0
Landvik;SN38140;26.10.2011;0
Landvik;SN38140;27.10.2011;17,8
Landvik;SN38140;28.10.2011;5,1
Landvik;SN38140;29.10.2011;3,5
Landvik;SN38140;30.10.2011;10,2
Landvik;SN38140;31.10.2011;1,4
Landvik;SN38140;01.11.2011;3,7
Landvik;SN38140;02.11.2011;3,3
Landvik;SN38140;03.11.2011;0,6
Landvik;SN38140;04.11.2011;6,5
Landvik;SN38140;05.11.2011;6,8
Landvik;SN38140;06.11.2011;1,1
Landvik;SN38140;07.11.2011;0
Landvik;SN38140;08.11.2011;0,3
Landvik;SN38140;09.11.2011;0,1
Landvik;SN38140;10.11.2011;1,7
Landvik;SN38140;11.11.2011;2,3
Landvik;SN38140;12.11.2011;0
Landvik;SN38140;13.11.2011;0
Landvik;SN38140;14.11.2011;0
Landvik;SN38140;15.11.2011;0,2
Landvik;SN38140;16.11.2011;0
Landvik;SN38140;17.11.2011;0,2
Landvik;SN38140;18.11.2011;0,6
Landvik;SN38140;19.11.2011;0,4
Landvik;SN38140;20.11.2011;0,3
Landvik;SN38140;21.11.2011;0,1
Landvik;SN38140;22.11.2011;0,1
Landvik;SN38140;23.11.2011;0,2
Landvik;SN38140;24.11.2011;1
Landvik;SN38140;25.11.2011;3,8
Landvik;SN38140;26.11.2011;2,4
Landvik;SN38140;27.11.2011;5,4
Landvik;SN38140;28.11.2011;2,2
Landvik;SN38140;29.11.2011;0
Landvik;SN38140;30.11.2011;13,1
Landvik;SN38140;01.12.2011;1,3
Landvik;SN38140;02.12.2011;7,4
Landvik;SN38140;03.12.2011;6,7
Landvik;SN38140;04.12.2011;6,5
Landvik;SN38140;05.12.2011;0
Landvik;SN38140;06.12.2011;0
Landvik;SN38140;07.12.2011;3,2
Landvik;SN38140;08.12.2011;0
Landvik;SN38140;09.12.2011;22,9
Landvik;SN38140;10.12.2011;1,1
Landvik;SN38140;11.12.2011;0
Landvik;SN38140;12.12.2011;12,9
Landvik;SN38140;13.12.2011;9
Landvik;SN38140;14.12.2011;24,8
Landvik;SN38140;15.12.2011;22,4
Landvik;SN38140;16.12.2011;2,5
Landvik;SN38140;17.12.2011;3,9
Landvik;SN38140;18.12.2011;0
Landvik;SN38140;19.12.2011;0
Landvik;SN38140;20.12.2011;0
Landvik;SN38140;21.12.2011;4,6
Landvik;SN38140;22.12.2011;2,6
Landvik;SN38140;23.12.2011;3,6
Landvik;SN38140;24.12.2011;0
Landvik;SN38140;25.12.2011;0,6
Landvik;SN38140;26.12.2011;1,8
Landvik;SN38140;27.12.2011;0
Landvik;SN38140;28.12.2011;2
Landvik;SN38140;29.12.2011;12,8
Landvik;SN38140;30.12.2011;0,3
Landvik;SN38140;31.12.2011;0
Landvik;SN38140;01.01.2012;20,1
Landvik;SN38140;02.01.2012;6,3
Landvik;SN38140;03.01.2012;3,7
Landvik;SN38140;04.01.2012;21,9
Landvik;SN38140;05.01.2012;5,4
Landvik;SN38140;06.01.2012;3,6
Landvik;SN38140;07.01.2012;0,7
Landvik;SN38140;08.01.2012;0
Landvik;SN38140;09.01.2012;0,1
Landvik;SN38140;10.01.2012;0
Landvik;SN38140;11.01.2012;0
Landvik;SN38140;12.01.2012;3
Landvik;SN38140;13.01.2012;0,6
Landvik;SN38140;14.01.2012;0
Landvik;SN38140;15.01.2012;0
Landvik;SN38140;16.01.2012;0
Landvik;SN38140;17.01.2012;0
Landvik;SN38140;18.01.2012;0,1
Landvik;SN38140;19.01.2012;7,2
Landvik;SN38140;20.01.2012;0
Landvik;SN38140;21.01.2012;2,7
Landvik;SN38140;22.01.2012;16
Landvik;SN38140;23.01.2012;4,4
Landvik;SN38140;24.01.2012;11,1
Landvik;SN38140;25.01.2012;0,1
Landvik;SN38140;26.01.2012;0,3
Landvik;SN38140;27.01.2012;2,3
Landvik;SN38140;28.01.2012;18,6
Landvik;SN38140;29.01.2012;2
Landvik;SN38140;30.01.2012;13,1
Landvik;SN38140;31.01.2012;0
Landvik;SN38140;01.02.2012;0
Landvik;SN38140;02.02.2012;0,1
Landvik;SN38140;03.02.2012;2,4
Landvik;SN38140;04.02.2012;0
Landvik;SN38140;05.02.2012;2,9
Landvik;SN38140;06.02.2012;1,7
Landvik;SN38140;07.02.2012;0,2
Landvik;SN38140;08.02.2012;0
Landvik;SN38140;09.02.2012;0
Landvik;SN38140;10.02.2012;0,1
Landvik;SN38140;11.02.2012;0
Landvik;SN38140;12.02.2012;0
Landvik;SN38140;13.02.2012;0
Landvik;SN38140;14.02.2012;0,8
Landvik;SN38140;15.02.2012;0,1
Landvik;SN38140;16.02.2012;0
Landvik;SN38140;17.02.2012;0
Landvik;SN38140;18.02.2012;2,2
Landvik;SN38140;19.02.2012;2,7
Landvik;SN38140;20.02.2012;0
Landvik;SN38140;21.02.2012;1,9
Landvik;SN38140;22.02.2012;0,3
Landvik;SN38140;23.02.2012;0
Landvik;SN38140;24.02.2012;0
Landvik;SN38140;25.02.2012;0
Landvik;SN38140;26.02.2012;0
Landvik;SN38140;27.02.2012;1,1
Landvik;SN38140;28.02.2012;0,2
Landvik;SN38140;29.02.2012;0
Landvik;SN38140;01.03.2012;0
Landvik;SN38140;02.03.2012;0,1
Landvik;SN38140;03.03.2012;0,1
Landvik;SN38140;04.03.2012;0,1
Landvik;SN38140;05.03.2012;6,9
Landvik;SN38140;06.03.2012;0
Landvik;SN38140;07.03.2012;0
Landvik;SN38140;08.03.2012;23,6
Landvik;SN38140;09.03.2012;0,2
Landvik;SN38140;10.03.2012;0
Landvik;SN38140;11.03.2012;0,1
Landvik;SN38140;12.03.2012;0,2
Landvik;SN38140;13.03.2012;0
Landvik;SN38140;14.03.2012;0,3
Landvik;SN38140;15.03.2012;0,1
Landvik;SN38140;16.03.2012;0
Landvik;SN38140;17.03.2012;0
Landvik;SN38140;18.03.2012;0,1
Landvik;SN38140;19.03.2012;0,2
Landvik;SN38140;20.03.2012;0,2
Landvik;SN38140;21.03.2012;0,1
Landvik;SN38140;22.03.2012;0,1
Landvik;SN38140;23.03.2012;0,1
Landvik;SN38140;24.03.2012;0,3
Landvik;SN38140;25.03.2012;0,1
Landvik;SN38140;26.03.2012;0,1
Landvik;SN38140;27.03.2012;0,1
Landvik;SN38140;28.03.2012;0,2
Landvik;SN38140;29.03.2012;0,1
Landvik;SN38140;30.03.2012;0,2
Landvik;SN38140;31.03.2012;0,3
Landvik;SN38140;01.04.2012;0,1
Landvik;SN38140;02.04.2012;0,2
Landvik;SN38140;03.04.2012;0,3
Landvik;SN38140;04.04.2012;0,2
Landvik;SN38140;05.04.2012;0,4
Landvik;SN38140;06.04.2012;0,1
Landvik;SN38140;07.04.2012;1,4
Landvik;SN38140;08.04.2012;0,1
Landvik;SN38140;09.04.2012;10,4
Landvik;SN38140;10.04.2012;27,8
Landvik;SN38140;11.04.2012;12,8
Landvik;SN38140;12.04.2012;0,2
Landvik;SN38140;13.04.2012;0,4
Landvik;SN38140;14.04.2012;0,2
Landvik;SN38140;15.04.2012;0,3
Landvik;SN38140;16.04.2012;0,1
Landvik;SN38140;17.04.2012;0,5
Landvik;SN38140;18.04.2012;5,9
Landvik;SN38140;19.04.2012;7,5
Landvik;SN38140;20.04.2012;1,2
Landvik;SN38140;21.04.2012;1,7
Landvik;SN38140;22.04.2012;5,1
Landvik;SN38140;23.04.2012;11,9
Landvik;SN38140;24.04.2012;0,1
Landvik;SN38140;25.04.2012;12,6
Landvik;SN38140;26.04.2012;13,7
Landvik;SN38140;27.04.2012;17,1
Landvik;SN38140;28.04.2012;4
Landvik;SN38140;29.04.2012;0,1
Landvik;SN38140;30.04.2012;0,1
Landvik;SN38140;01.05.2012;0
Landvik;SN38140;02.05.2012;0,1
Landvik;SN38140;03.05.2012;0,2
Landvik;SN38140;04.05.2012;0,1
Landvik;SN38140;05.05.2012;0
Landvik;SN38140;06.05.2012;0,1
Landvik;SN38140;07.05.2012;0
Landvik;SN38140;08.05.2012;0,1
Landvik;SN38140;09.05.2012;11,7
Landvik;SN38140;10.05.2012;2
Landvik;SN38140;11.05.2012;23,4
Landvik;SN38140;12.05.2012;0,1
Landvik;SN38140;13.05.2012;0,1
Landvik;SN38140;14.05.2012;9,5
Landvik;SN38140;15.05.2012;0,1
Landvik;SN38140;16.05.2012;3,8
Landvik;SN38140;17.05.2012;1,5
Landvik;SN38140;18.05.2012;0
Landvik;SN38140;19.05.2012;0,1
Landvik;SN38140;20.05.2012;1,8
Landvik;SN38140;21.05.2012;0,2
Landvik;SN38140;22.05.2012;0,1
Landvik;SN38140;23.05.2012;0,2
Landvik;SN38140;24.05.2012;0,1
Landvik;SN38140;25.05.2012;0,2
Landvik;SN38140;26.05.2012;0,1
Landvik;SN38140;27.05.2012;0,2
Landvik;SN38140;28.05.2012;0,1
Landvik;SN38140;29.05.2012;2
Landvik;SN38140;30.05.2012;0
Landvik;SN38140;31.05.2012;0,1
Landvik;SN38140;01.06.2012;0,1
Landvik;SN38140;02.06.2012;7,4
Landvik;SN38140;03.06.2012;0,5
Landvik;SN38140;04.06.2012;1,6
Landvik;SN38140;05.06.2012;1,9
Landvik;SN38140;06.06.2012;0
Landvik;SN38140;07.06.2012;0,2
Landvik;SN38140;08.06.2012;0,1
Landvik;SN38140;09.06.2012;10,9
Landvik;SN38140;10.06.2012;8,6
Landvik;SN38140;11.06.2012;1,4
Landvik;SN38140;12.06.2012;0
Landvik;SN38140;13.06.2012;0,1
Landvik;SN38140;14.06.2012;0,1
Landvik;SN38140;15.06.2012;0,1
Landvik;SN38140;16.06.2012;19,8
Landvik;SN38140;17.06.2012;10,7
Landvik;SN38140;18.06.2012;0,6
Landvik;SN38140;19.06.2012;0
Landvik;SN38140;20.06.2012;0,2
Landvik;SN38140;21.06.2012;0,3
Landvik;SN38140;22.06.2012;0,3
Landvik;SN38140;23.06.2012;19,1
Landvik;SN38140;24.06.2012;7,7
Landvik;SN38140;25.06.2012;8,7
Landvik;SN38140;26.06.2012;6,6
Landvik;SN38140;27.06.2012;0,2
Landvik;SN38140;28.06.2012;0,3
Landvik;SN38140;29.06.2012;2,3
Landvik;SN38140;30.06.2012;13,7
Landvik;SN38140;01.07.2012;0
Landvik;SN38140;02.07.2012;1,5
Landvik;SN38140;03.07.2012;0
Landvik;SN38140;04.07.2012;8,1
Landvik;SN38140;05.07.2012;0
Landvik;SN38140;06.07.2012;0
Landvik;SN38140;07.07.2012;31,9
Landvik;SN38140;08.07.2012;0
Landvik;SN38140;09.07.2012;0
Landvik;SN38140;10.07.2012;0,1
Landvik;SN38140;11.07.2012;0
Landvik;SN38140;12.07.2012;0
Landvik;SN38140;13.07.2012;1,6
Landvik;SN38140;14.07.2012;0
Landvik;SN38140;15.07.2012;0
Landvik;SN38140;16.07.2012;0
Landvik;SN38140;17.07.2012;0
Landvik;SN38140;18.07.2012;0
Landvik;SN38140;19.07.2012;0,1
Landvik;SN38140;20.07.2012;0
Landvik;SN38140;21.07.2012;0,2
Landvik;SN38140;22.07.2012;0
Landvik;SN38140;23.07.2012;0,5
Landvik;SN38140;24.07.2012;0,8
Landvik;SN38140;25.07.2012;0
Landvik;SN38140;26.07.2012;0
Landvik;SN38140;27.07.2012;0,1
Landvik;SN38140;28.07.2012;0,1
Landvik;SN38140;29.07.2012;8,4
Landvik;SN38140;30.07.2012;0
Landvik;SN38140;31.07.2012;21,2
Landvik;SN38140;01.08.2012;9,8
Landvik;SN38140;02.08.2012;0,8
Landvik;SN38140;03.08.2012;19
Landvik;SN38140;04.08.2012;0
Landvik;SN38140;05.08.2012;0
Landvik;SN38140;06.08.2012;0,1
Landvik;SN38140;07.08.2012;14,9
Landvik;SN38140;08.08.2012;0,5
Landvik;SN38140;09.08.2012;0
Landvik;SN38140;10.08.2012;0
Landvik;SN38140;11.08.2012;0
Landvik;SN38140;12.08.2012;0,1
Landvik;SN38140;13.08.2012;0
Landvik;SN38140;14.08.2012;0,1
Landvik;SN38140;15.08.2012;0
Landvik;SN38140;16.08.2012;0
Landvik;SN38140;17.08.2012;7,3
Landvik;SN38140;18.08.2012;16,6
Landvik;SN38140;19.08.2012;6,3
Landvik;SN38140;20.08.2012;0
Landvik;SN38140;21.08.2012;0
Landvik;SN38140;22.08.2012;0
Landvik;SN38140;23.08.2012;0,9
Landvik;SN38140;24.08.2012;0
Landvik;SN38140;25.08.2012;0
Landvik;SN38140;26.08.2012;8,2
Landvik;SN38140;27.08.2012;0
Landvik;SN38140;28.08.2012;3,6
Landvik;SN38140;29.08.2012;22,2
Landvik;SN38140;30.08.2012;7,1
Landvik;SN38140;31.08.2012;0
Landvik;SN38140;01.09.2012;0,1
Landvik;SN38140;02.09.2012;1,2
Landvik;SN38140;03.09.2012;0
Landvik;SN38140;04.09.2012;0,2
Landvik;SN38140;05.09.2012;0,1
Landvik;SN38140;06.09.2012;0
Landvik;SN38140;07.09.2012;1,7
Landvik;SN38140;08.09.2012;0
Landvik;SN38140;09.09.2012;0
Landvik;SN38140;10.09.2012;0,5
Landvik;SN38140;11.09.2012;0,4
Landvik;SN38140;12.09.2012;2
Landvik;SN38140;13.09.2012;0,3
Landvik;SN38140;14.09.2012;8,1
Landvik;SN38140;15.09.2012;0,6
Landvik;SN38140;16.09.2012;0,1
Landvik;SN38140;17.09.2012;1,7
Landvik;SN38140;18.09.2012;13
Landvik;SN38140;19.09.2012;0,8
Landvik;SN38140;20.09.2012;0
Landvik;SN38140;21.09.2012;0
Landvik;SN38140;22.09.2012;0
Landvik;SN38140;23.09.2012;0
Landvik;SN38140;24.09.2012;0,7
Landvik;SN38140;25.09.2012;15
Landvik;SN38140;26.09.2012;58,3
Landvik;SN38140;27.09.2012;17,6
Landvik;SN38140;28.09.2012;0
Landvik;SN38140;29.09.2012;4,9
Landvik;SN38140;30.09.2012;1,6
Landvik;SN38140;01.10.2012;4,1
Landvik;SN38140;02.10.2012;0,4
Landvik;SN38140;03.10.2012;7,6
Landvik;SN38140;04.10.2012;21,3
Landvik;SN38140;05.10.2012;2,5
Landvik;SN38140;06.10.2012;0,2
Landvik;SN38140;07.10.2012;0,1
Landvik;SN38140;08.10.2012;0
Landvik;SN38140;09.10.2012;0
Landvik;SN38140;10.10.2012;0
Landvik;SN38140;11.10.2012;0
Landvik;SN38140;12.10.2012;0,1
Landvik;SN38140;13.10.2012;0,2
Landvik;SN38140;14.10.2012;8,8
Landvik;SN38140;15.10.2012;5,2
Landvik;SN38140;16.10.2012;33,1
Landvik;SN38140;17.10.2012;24,2
Landvik;SN38140;18.10.2012;5,7
Landvik;SN38140;19.10.2012;18,6
Landvik;SN38140;20.10.2012;22,4
Landvik;SN38140;21.10.2012;14,7
Landvik;SN38140;22.10.2012;0,3
Landvik;SN38140;23.10.2012;0
Landvik;SN38140;24.10.2012;0,1
Landvik;SN38140;25.10.2012;0,1
Landvik;SN38140;26.10.2012;0
Landvik;SN38140;27.10.2012;0,1
Landvik;SN38140;28.10.2012;0,1
Landvik;SN38140;29.10.2012;18,4
Landvik;SN38140;30.10.2012;0,4
Landvik;SN38140;31.10.2012;9,8
Landvik;SN38140;01.11.2012;23,8
Landvik;SN38140;02.11.2012;22,3
Landvik;SN38140;03.11.2012;6,1
Landvik;SN38140;04.11.2012;12,2
Landvik;SN38140;05.11.2012;33,7
Landvik;SN38140;06.11.2012;0,3
Landvik;SN38140;07.11.2012;1
Landvik;SN38140;08.11.2012;0
Landvik;SN38140;09.11.2012;0
Landvik;SN38140;10.11.2012;9,2
Landvik;SN38140;11.11.2012;16,7
Landvik;SN38140;12.11.2012;2
Landvik;SN38140;13.11.2012;0
Landvik;SN38140;14.11.2012;4,8
Landvik;SN38140;15.11.2012;0
Landvik;SN38140;16.11.2012;0,1
Landvik;SN38140;17.11.2012;4
Landvik;SN38140;18.11.2012;26,5
Landvik;SN38140;19.11.2012;0,1
Landvik;SN38140;20.11.2012;6,3
Landvik;SN38140;21.11.2012;34,5
Landvik;SN38140;22.11.2012;16,3
Landvik;SN38140;23.11.2012;4,2
Landvik;SN38140;24.11.2012;5,2
Landvik;SN38140;25.11.2012;2,4
Landvik;SN38140;26.11.2012;32,2
Landvik;SN38140;27.11.2012;0,1
Landvik;SN38140;28.11.2012;1
Landvik;SN38140;29.11.2012;0,2
Landvik;SN38140;30.11.2012;0
Landvik;SN38140;01.12.2012;0,1
Landvik;SN38140;02.12.2012;0
Landvik;SN38140;03.12.2012;7
Landvik;SN38140;04.12.2012;1
Landvik;SN38140;05.12.2012;0,1
Landvik;SN38140;06.12.2012;0,3
Landvik;SN38140;07.12.2012;0,2
Landvik;SN38140;08.12.2012;0,1
Landvik;SN38140;09.12.2012;8,8
Landvik;SN38140;10.12.2012;14,9
Landvik;SN38140;11.12.2012;0,2
Landvik;SN38140;12.12.2012;0,1
Landvik;SN38140;13.12.2012;10,8
Landvik;SN38140;14.12.2012;0
Landvik;SN38140;15.12.2012;17,7
Landvik;SN38140;16.12.2012;50,4
Landvik;SN38140;17.12.2012;33,1
Landvik;SN38140;18.12.2012;3,6
Landvik;SN38140;19.12.2012;1,4
Landvik;SN38140;20.12.2012;0,1
Landvik;SN38140;21.12.2012;1,1
Landvik;SN38140;22.12.2012;8,1
Landvik;SN38140;23.12.2012;10,3
Landvik;SN38140;24.12.2012;26,6
Landvik;SN38140;25.12.2012;7,6
Landvik;SN38140;26.12.2012;12,3
Landvik;SN38140;27.12.2012;1,6
Landvik;SN38140;28.12.2012;0,2
Landvik;SN38140;29.12.2012;17,5
Landvik;SN38140;30.12.2012;14
Landvik;SN38140;31.12.2012;7,5
Landvik;SN38140;01.01.2013;5,7
Landvik;SN38140;02.01.2013;0,3
Landvik;SN38140;03.01.2013;4,5
Landvik;SN38140;04.01.2013;0,1
Landvik;SN38140;05.01.2013;0
Landvik;SN38140;06.01.2013;0,2
Landvik;SN38140;07.01.2013;0,3
Landvik;SN38140;08.01.2013;1,3
Landvik;SN38140;09.01.2013;3
Landvik;SN38140;10.01.2013;0,2
Landvik;SN38140;11.01.2013;0,2
Landvik;SN38140;12.01.2013;0,1
Landvik;SN38140;13.01.2013;0,1
Landvik;SN38140;14.01.2013;0,1
Landvik;SN38140;15.01.2013;6,6
Landvik;SN38140;16.01.2013;0,5
Landvik;SN38140;17.01.2013;0,2
Landvik;SN38140;18.01.2013;3,6
Landvik;SN38140;19.01.2013;1,1
Landvik;SN38140;20.01.2013;0,3
Landvik;SN38140;21.01.2013;0,6
Landvik;SN38140;22.01.2013;1,5
Landvik;SN38140;23.01.2013;0,1
Landvik;SN38140;24.01.2013;0,3
Landvik;SN38140;25.01.2013;0
Landvik;SN38140;26.01.2013;3
Landvik;SN38140;27.01.2013;6,4
Landvik;SN38140;28.01.2013;27,5
Landvik;SN38140;29.01.2013;15,2
Landvik;SN38140;30.01.2013;9,9
Landvik;SN38140;31.01.2013;0,1
Landvik;SN38140;01.02.2013;0
Landvik;SN38140;02.02.2013;0,1
Landvik;SN38140;03.02.2013;0
Landvik;SN38140;04.02.2013;3,8
Landvik;SN38140;05.02.2013;1,7
Landvik;SN38140;06.02.2013;0
Landvik;SN38140;07.02.2013;0,6
Landvik;SN38140;08.02.2013;0,1
Landvik;SN38140;09.02.2013;0,1
Landvik;SN38140;10.02.2013;0,3
Landvik;SN38140;11.02.2013;13,2
Landvik;SN38140;12.02.2013;0,3
Landvik;SN38140;13.02.2013;0
Landvik;SN38140;14.02.2013;0,6
Landvik;SN38140;15.02.2013;0,7
Landvik;SN38140;16.02.2013;3,1
Landvik;SN38140;17.02.2013;0,2
Landvik;SN38140;18.02.2013;0,9
Landvik;SN38140;19.02.2013;1,1
Landvik;SN38140;20.02.2013;0,3
Landvik;SN38140;21.02.2013;0,2
Landvik;SN38140;22.02.2013;0,2
Landvik;SN38140;23.02.2013;0,7
Landvik;SN38140;24.02.2013;1
Landvik;SN38140;25.02.2013;0,1
Landvik;SN38140;26.02.2013;0,1
Landvik;SN38140;27.02.2013;0
Landvik;SN38140;28.02.2013;0,1
Landvik;SN38140;01.03.2013;0,1
Landvik;SN38140;02.03.2013;0,1
Landvik;SN38140;03.03.2013;0
Landvik;SN38140;04.03.2013;0,2
Landvik;SN38140;05.03.2013;0
Landvik;SN38140;06.03.2013;0
Landvik;SN38140;07.03.2013;0,3
Landvik;SN38140;08.03.2013;0,1
Landvik;SN38140;09.03.2013;0,1
Landvik;SN38140;10.03.2013;0
Landvik;SN38140;11.03.2013;0,1
Landvik;SN38140;12.03.2013;0,1
Landvik;SN38140;13.03.2013;0,1
Landvik;SN38140;14.03.2013;0,2
Landvik;SN38140;15.03.2013;0,3
Landvik;SN38140;16.03.2013;9,6
Landvik;SN38140;17.03.2013;13,8
Landvik;SN38140;18.03.2013;0
Landvik;SN38140;19.03.2013;0,7
Landvik;SN38140;20.03.2013;0,3
Landvik;SN38140;21.03.2013;11,6
Landvik;SN38140;22.03.2013;0,5
Landvik;SN38140;23.03.2013;0,2
Landvik;SN38140;24.03.2013;0,3
Landvik;SN38140;25.03.2013;0,1
Landvik;SN38140;26.03.2013;0,3
Landvik;SN38140;27.03.2013;0,2
Landvik;SN38140;28.03.2013;0,3
Landvik;SN38140;29.03.2013;0,2
Landvik;SN38140;30.03.2013;0,1
Landvik;SN38140;31.03.2013;0,3
Landvik;SN38140;01.04.2013;0
Landvik;SN38140;02.04.2013;0
Landvik;SN38140;03.04.2013;0
Landvik;SN38140;04.04.2013;0
Landvik;SN38140;05.04.2013;0,2
Landvik;SN38140;06.04.2013;0
Landvik;SN38140;07.04.2013;0
Landvik;SN38140;08.04.2013;0
Landvik;SN38140;09.04.2013;0
Landvik;SN38140;10.04.2013;0
Landvik;SN38140;11.04.2013;4
Landvik;SN38140;12.04.2013;21,2
Landvik;SN38140;13.04.2013;1,4
Landvik;SN38140;14.04.2013;0
Landvik;SN38140;15.04.2013;23,2
Landvik;SN38140;16.04.2013;0,2
Landvik;SN38140;17.04.2013;5,2
Landvik;SN38140;18.04.2013;25,3
Landvik;SN38140;19.04.2013;0
Landvik;SN38140;20.04.2013;0
Landvik;SN38140;21.04.2013;0
Landvik;SN38140;22.04.2013;0
Landvik;SN38140;23.04.2013;1
Landvik;SN38140;24.04.2013;0
Landvik;SN38140;25.04.2013;1,8
Landvik;SN38140;26.04.2013;0,3
Landvik;SN38140;27.04.2013;0,2
Landvik;SN38140;28.04.2013;0,4
Landvik;SN38140;29.04.2013;19,5
Landvik;SN38140;30.04.2013;0,6
Landvik;SN38140;01.05.2013;0,2
Landvik;SN38140;02.05.2013;0,3
Landvik;SN38140;03.05.2013;0,3
Landvik;SN38140;04.05.2013;1,7
Landvik;SN38140;05.05.2013;1,9
Landvik;SN38140;06.05.2013;0,2
Landvik;SN38140;07.05.2013;0,6
Landvik;SN38140;08.05.2013;0,2
Landvik;SN38140;09.05.2013;25,3
Landvik;SN38140;10.05.2013;2
Landvik;SN38140;11.05.2013;14,3
Landvik;SN38140;12.05.2013;12,4
Landvik;SN38140;13.05.2013;0,6
Landvik;SN38140;14.05.2013;14,9
Landvik;SN38140;15.05.2013;6,4
Landvik;SN38140;16.05.2013;26,3
Landvik;SN38140;17.05.2013;0,1
Landvik;SN38140;18.05.2013;0,1
Landvik;SN38140;19.05.2013;0,5
Landvik;SN38140;20.05.2013;3,6
Landvik;SN38140;21.05.2013;2,4
Landvik;SN38140;22.05.2013;0,1
Landvik;SN38140;23.05.2013;7,9
Landvik;SN38140;24.05.2013;0
Landvik;SN38140;25.05.2013;0,1
Landvik;SN38140;26.05.2013;0,1
Landvik;SN38140;27.05.2013;0,2
Landvik;SN38140;28.05.2013;2,1
Landvik;SN38140;29.05.2013;0,3
Landvik;SN38140;30.05.2013;13,8
Landvik;SN38140;31.05.2013;0,1
