Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn)
Landvik;SN38140;21.09.2007;1,4
Landvik;SN38140;22.09.2007;0,1
Landvik;SN38140;23.09.2007;0
Landvik;SN38140;24.09.2007;0,5
Landvik;SN38140;25.09.2007;5,6
Landvik;SN38140;26.09.2007;0
Landvik;SN38140;27.09.2007;0
Landvik;SN38140;28.09.2007;0
Landvik;SN38140;29.09.2007;2,2
Landvik;SN38140;30.09.2007;28,4
Landvik;SN38140;01.10.2007;5,1
Landvik;SN38140;02.10.2007;0,1
Landvik;SN38140;03.10.2007;0
Landvik;SN38140;04.10.2007;0
Landvik;SN38140;05.10.2007;0
Landvik;SN38140;06.10.2007;0
Landvik;SN38140;07.10.2007;0
Landvik;SN38140;08.10.2007;0,1
Landvik;SN38140;09.10.2007;0
Landvik;SN38140;10.10.2007;0
Landvik;SN38140;11.10.2007;0
Landvik;SN38140;12.10.2007;2,6
Landvik;SN38140;13.10.2007;0
Landvik;SN38140;14.10.2007;0,2
Landvik;SN38140;15.10.2007;0,1
Landvik;SN38140;16.10.2007;2,2
Landvik;SN38140;17.10.2007;2,3
Landvik;SN38140;18.10.2007;0
Landvik;SN38140;19.10.2007;0
Landvik;SN38140;20.10.2007;0
Landvik;SN38140;21.10.2007;0
Landvik;SN38140;22.10.2007;0
Landvik;SN38140;23.10.2007;0
Landvik;SN38140;24.10.2007;0
Landvik;SN38140;25.10.2007;0
Landvik;SN38140;26.10.2007;0,1
Landvik;SN38140;27.10.2007;0,7
Landvik;SN38140;28.10.2007;8,6
Landvik;SN38140;29.10.2007;31,2
Landvik;SN38140;30.10.2007;1,6
Landvik;SN38140;31.10.2007;0,1
Landvik;SN38140;01.11.2007;3
Landvik;SN38140;02.11.2007;0
Landvik;SN38140;03.11.2007;0
Landvik;SN38140;04.11.2007;0
Landvik;SN38140;05.11.2007;0
Landvik;SN38140;06.11.2007;5,1
Landvik;SN38140;07.11.2007;0
Landvik;SN38140;08.11.2007;0
Landvik;SN38140;09.11.2007;3,4
Landvik;SN38140;10.11.2007;0
Landvik;SN38140;11.11.2007;0
Landvik;SN38140;12.11.2007;0
Landvik;SN38140;13.11.2007;0
Landvik;SN38140;14.11.2007;0
Landvik;SN38140;15.11.2007;0
Landvik;SN38140;16.11.2007;0
Landvik;SN38140;17.11.2007;0
Landvik;SN38140;18.11.2007;0
Landvik;SN38140;19.11.2007;0
Landvik;SN38140;20.11.2007;0
Landvik;SN38140;21.11.2007;1
Landvik;SN38140;22.11.2007;9,5
Landvik;SN38140;23.11.2007;13
Landvik;SN38140;24.11.2007;2
Landvik;SN38140;25.11.2007;10,8
Landvik;SN38140;26.11.2007;0
Landvik;SN38140;27.11.2007;0
Landvik;SN38140;28.11.2007;0,2
Landvik;SN38140;29.11.2007;14,8
Landvik;SN38140;30.11.2007;0,1
Landvik;SN38140;01.12.2007;36,7
Landvik;SN38140;02.12.2007;14,1
Landvik;SN38140;03.12.2007;9
Landvik;SN38140;04.12.2007;0,7
Landvik;SN38140;05.12.2007;5,9
Landvik;SN38140;06.12.2007;10
Landvik;SN38140;07.12.2007;9
Landvik;SN38140;08.12.2007;0
Landvik;SN38140;09.12.2007;1,7
Landvik;SN38140;10.12.2007;11,4
Landvik;SN38140;11.12.2007;3,7
Landvik;SN38140;12.12.2007;0
Landvik;SN38140;13.12.2007;0
Landvik;SN38140;14.12.2007;0,1
Landvik;SN38140;15.12.2007;0
Landvik;SN38140;16.12.2007;0
Landvik;SN38140;17.12.2007;0
Landvik;SN38140;18.12.2007;0
Landvik;SN38140;19.12.2007;0
Landvik;SN38140;20.12.2007;0
Landvik;SN38140;21.12.2007;0
Landvik;SN38140;22.12.2007;0
Landvik;SN38140;23.12.2007;3,5
Landvik;SN38140;24.12.2007;0
Landvik;SN38140;25.12.2007;0,5
Landvik;SN38140;26.12.2007;34,2
Landvik;SN38140;27.12.2007;1
Landvik;SN38140;28.12.2007;9,1
Landvik;SN38140;29.12.2007;10,4
Landvik;SN38140;30.12.2007;3
Landvik;SN38140;31.12.2007;0
Landvik;SN38140;01.01.2008;0
Landvik;SN38140;02.01.2008;3,4
Landvik;SN38140;03.01.2008;1,5
Landvik;SN38140;04.01.2008;5,3
Landvik;SN38140;05.01.2008;20,9
Landvik;SN38140;06.01.2008;78,8
Landvik;SN38140;07.01.2008;11,5
Landvik;SN38140;08.01.2008;14,5
Landvik;SN38140;09.01.2008;16,1
Landvik;SN38140;10.01.2008;3,7
Landvik;SN38140;11.01.2008;22
Landvik;SN38140;12.01.2008;4,5
Landvik;SN38140;13.01.2008;9,4
Landvik;SN38140;14.01.2008;12,6
Landvik;SN38140;15.01.2008;13,1
Landvik;SN38140;16.01.2008;38,3
Landvik;SN38140;17.01.2008;9,6
Landvik;SN38140;18.01.2008;5
Landvik;SN38140;19.01.2008;18,9
Landvik;SN38140;20.01.2008;0,3
Landvik;SN38140;21.01.2008;0
Landvik;SN38140;22.01.2008;0
Landvik;SN38140;23.01.2008;0
Landvik;SN38140;24.01.2008;10,2
Landvik;SN38140;25.01.2008;6,5
Landvik;SN38140;26.01.2008;6,8
Landvik;SN38140;27.01.2008;3,3
Landvik;SN38140;28.01.2008;0
Landvik;SN38140;29.01.2008;0
Landvik;SN38140;30.01.2008;10,9
Landvik;SN38140;31.01.2008;0,9
Landvik;SN38140;01.02.2008;24,8
Landvik;SN38140;02.02.2008;3,2
Landvik;SN38140;03.02.2008;4,4
Landvik;SN38140;04.02.2008;2,2
Landvik;SN38140;05.02.2008;15,5
Landvik;SN38140;06.02.2008;23
Landvik;SN38140;07.02.2008;0
Landvik;SN38140;08.02.2008;0,1
Landvik;SN38140;09.02.2008;0,4
Landvik;SN38140;10.02.2008;0
Landvik;SN38140;11.02.2008;0,1
Landvik;SN38140;12.02.2008;0
Landvik;SN38140;13.02.2008;0
Landvik;SN38140;14.02.2008;0
Landvik;SN38140;15.02.2008;0
Landvik;SN38140;16.02.2008;0
Landvik;SN38140;17.02.2008;0
Landvik;SN38140;18.02.2008;0
Landvik;SN38140;19.02.2008;0
Landvik;SN38140;20.02.2008;0
Landvik;SN38140;21.02.2008;0,3
Landvik;SN38140;22.02.2008;0,5
Landvik;SN38140;23.02.2008;6,9
Landvik;SN38140;24.02.2008;0
Landvik;SN38140;25.02.2008;0
Landvik;SN38140;26.02.2008;4,1
Landvik;SN38140;27.02.2008;4,4
Landvik;SN38140;28.02.2008;0
Landvik;SN38140;29.02.2008;2,1
Landvik;SN38140;01.03.2008;18,6
Landvik;SN38140;02.03.2008;0
Landvik;SN38140;03.03.2008;0
Landvik;SN38140;04.03.2008;0,1
Landvik;SN38140;05.03.2008;0
Landvik;SN38140;06.03.2008;0,1
Landvik;SN38140;07.03.2008;0
Landvik;SN38140;08.03.2008;9,4
Landvik;SN38140;09.03.2008;22,9
Landvik;SN38140;10.03.2008;5,3
Landvik;SN38140;11.03.2008;3,7
Landvik;SN38140;12.03.2008;10,4
Landvik;SN38140;13.03.2008;7,1
Landvik;SN38140;14.03.2008;0
Landvik;SN38140;15.03.2008;0
Landvik;SN38140;16.03.2008;0
Landvik;SN38140;17.03.2008;0
Landvik;SN38140;18.03.2008;0
Landvik;SN38140;19.03.2008;0
Landvik;SN38140;20.03.2008;0
Landvik;SN38140;21.03.2008;32,7
Landvik;SN38140;22.03.2008;17,4
Landvik;SN38140;23.03.2008;15,4
Landvik;SN38140;24.03.2008;5,8
Landvik;SN38140;25.03.2008;2,9
Landvik;SN38140;26.03.2008;7,3
Landvik;SN38140;27.03.2008;0,9
Landvik;SN38140;28.03.2008;0
Landvik;SN38140;29.03.2008;7,1
Landvik;SN38140;30.03.2008;13,5
Landvik;SN38140;31.03.2008;16,4
Landvik;SN38140;01.04.2008;0
Landvik;SN38140;02.04.2008;8,8
Landvik;SN38140;03.04.2008;0
Landvik;SN38140;04.04.2008;0
Landvik;SN38140;05.04.2008;0
Landvik;SN38140;06.04.2008;0
Landvik;SN38140;07.04.2008;3,7
Landvik;SN38140;08.04.2008;3,5
Landvik;SN38140;09.04.2008;0
Landvik;SN38140;10.04.2008;0,8
Landvik;SN38140;11.04.2008;3,8
Landvik;SN38140;12.04.2008;8,2
Landvik;SN38140;13.04.2008;4,4
Landvik;SN38140;14.04.2008;2,2
Landvik;SN38140;15.04.2008;0
Landvik;SN38140;16.04.2008;3,3
Landvik;SN38140;17.04.2008;0
Landvik;SN38140;18.04.2008;0
Landvik;SN38140;19.04.2008;0
Landvik;SN38140;20.04.2008;0
Landvik;SN38140;21.04.2008;0
Landvik;SN38140;22.04.2008;0
Landvik;SN38140;23.04.2008;0
Landvik;SN38140;24.04.2008;0
Landvik;SN38140;25.04.2008;0
Landvik;SN38140;26.04.2008;0
Landvik;SN38140;27.04.2008;4,7
Landvik;SN38140;28.04.2008;3
Landvik;SN38140;29.04.2008;16,9
Landvik;SN38140;30.04.2008;21,1
Landvik;SN38140;01.05.2008;10,2
Landvik;SN38140;02.05.2008;15,5
Landvik;SN38140;03.05.2008;0
Landvik;SN38140;04.05.2008;0
Landvik;SN38140;05.05.2008;0
Landvik;SN38140;06.05.2008;0
Landvik;SN38140;07.05.2008;0
Landvik;SN38140;08.05.2008;0
Landvik;SN38140;09.05.2008;0
Landvik;SN38140;10.05.2008;0
Landvik;SN38140;11.05.2008;0
Landvik;SN38140;12.05.2008;0
Landvik;SN38140;13.05.2008;0
Landvik;SN38140;14.05.2008;0
Landvik;SN38140;15.05.2008;0
Landvik;SN38140;16.05.2008;0
Landvik;SN38140;17.05.2008;0
Landvik;SN38140;18.05.2008;0
Landvik;SN38140;19.05.2008;0
Landvik;SN38140;20.05.2008;0
Landvik;SN38140;21.05.2008;0
Landvik;SN38140;22.05.2008;0
Landvik;SN38140;23.05.2008;0
Landvik;SN38140;24.05.2008;0
Landvik;SN38140;25.05.2008;0
Landvik;SN38140;26.05.2008;0
Landvik;SN38140;27.05.2008;0,1
Landvik;SN38140;28.05.2008;0
Landvik;SN38140;29.05.2008;0,9
Landvik;SN38140;30.05.2008;0
Landvik;SN38140;31.05.2008;0
Landvik;SN38140;01.06.2008;0
Landvik;SN38140;02.06.2008;0
Landvik;SN38140;03.06.2008;0
Landvik;SN38140;04.06.2008;0
Landvik;SN38140;05.06.2008;0
Landvik;SN38140;06.06.2008;0
Landvik;SN38140;07.06.2008;0
Landvik;SN38140;08.06.2008;0
Landvik;SN38140;09.06.2008;0
Landvik;SN38140;10.06.2008;0
Landvik;SN38140;11.06.2008;0
Landvik;SN38140;12.06.2008;0
Landvik;SN38140;13.06.2008;0
Landvik;SN38140;14.06.2008;3,2
Landvik;SN38140;15.06.2008;0,1
Landvik;SN38140;16.06.2008;2,9
Landvik;SN38140;17.06.2008;3,9
Landvik;SN38140;18.06.2008;5,2
Landvik;SN38140;19.06.2008;14,7
Landvik;SN38140;20.06.2008;11,4
Landvik;SN38140;21.06.2008;0,8
Landvik;SN38140;22.06.2008;0,1
Landvik;SN38140;23.06.2008;18,9
Landvik;SN38140;24.06.2008;0
Landvik;SN38140;25.06.2008;0
Landvik;SN38140;26.06.2008;0
Landvik;SN38140;27.06.2008;6,6
Landvik;SN38140;28.06.2008;7,1
Landvik;SN38140;29.06.2008;0
Landvik;SN38140;30.06.2008;0
Landvik;SN38140;01.07.2008;0
Landvik;SN38140;02.07.2008;0
Landvik;SN38140;03.07.2008;0
Landvik;SN38140;04.07.2008;0
Landvik;SN38140;05.07.2008;0
Landvik;SN38140;06.07.2008;0,7
Landvik;SN38140;07.07.2008;0,2
Landvik;SN38140;08.07.2008;56,1
Landvik;SN38140;09.07.2008;0
Landvik;SN38140;10.07.2008;0
Landvik;SN38140;11.07.2008;1,5
Landvik;SN38140;12.07.2008;17,1
Landvik;SN38140;13.07.2008;7
Landvik;SN38140;14.07.2008;0
Landvik;SN38140;15.07.2008;0,2
Landvik;SN38140;16.07.2008;0
Landvik;SN38140;17.07.2008;0,2
Landvik;SN38140;18.07.2008;0
Landvik;SN38140;19.07.2008;0,1
Landvik;SN38140;20.07.2008;16
Landvik;SN38140;21.07.2008;2,4
Landvik;SN38140;22.07.2008;0
Landvik;SN38140;23.07.2008;0
Landvik;SN38140;24.07.2008;0
Landvik;SN38140;25.07.2008;0
Landvik;SN38140;26.07.2008;0
Landvik;SN38140;27.07.2008;0
Landvik;SN38140;28.07.2008;0
Landvik;SN38140;29.07.2008;0
Landvik;SN38140;30.07.2008;0
Landvik;SN38140;31.07.2008;0
Landvik;SN38140;01.08.2008;0
Landvik;SN38140;02.08.2008;15,6
Landvik;SN38140;03.08.2008;7,1
Landvik;SN38140;04.08.2008;6,7
Landvik;SN38140;05.08.2008;4,9
Landvik;SN38140;06.08.2008;0
Landvik;SN38140;07.08.2008;20,1
Landvik;SN38140;08.08.2008;3,1
Landvik;SN38140;09.08.2008;8
Landvik;SN38140;10.08.2008;10,4
Landvik;SN38140;11.08.2008;40,4
Landvik;SN38140;12.08.2008;0,5
Landvik;SN38140;13.08.2008;28,9
Landvik;SN38140;14.08.2008;25,2
Landvik;SN38140;15.08.2008;0
Landvik;SN38140;16.08.2008;0
Landvik;SN38140;17.08.2008;0
Landvik;SN38140;18.08.2008;0
Landvik;SN38140;19.08.2008;0
Landvik;SN38140;20.08.2008;60
Landvik;SN38140;21.08.2008;5,1
Landvik;SN38140;22.08.2008;0
Landvik;SN38140;23.08.2008;0
Landvik;SN38140;24.08.2008;0
Landvik;SN38140;25.08.2008;0,5
Landvik;SN38140;26.08.2008;4,6
Landvik;SN38140;27.08.2008;0
Landvik;SN38140;28.08.2008;1,3
Landvik;SN38140;29.08.2008;0
Landvik;SN38140;30.08.2008;0
Landvik;SN38140;31.08.2008;0
Landvik;SN38140;01.09.2008;0,1
Landvik;SN38140;02.09.2008;8,2
Landvik;SN38140;03.09.2008;22,4
Landvik;SN38140;04.09.2008;6,7
Landvik;SN38140;05.09.2008;9,3
Landvik;SN38140;06.09.2008;5,5
Landvik;SN38140;07.09.2008;10,2
Landvik;SN38140;08.09.2008;1,2
Landvik;SN38140;09.09.2008;30,6
Landvik;SN38140;10.09.2008;1
Landvik;SN38140;11.09.2008;25,5
Landvik;SN38140;12.09.2008;0
Landvik;SN38140;13.09.2008;0
Landvik;SN38140;14.09.2008;0,1
Landvik;SN38140;15.09.2008;0
Landvik;SN38140;16.09.2008;3,5
Landvik;SN38140;17.09.2008;1
Landvik;SN38140;18.09.2008;0,1
Landvik;SN38140;19.09.2008;0,7
Landvik;SN38140;20.09.2008;1,4
Landvik;SN38140;21.09.2008;0,1
Landvik;SN38140;22.09.2008;0
Landvik;SN38140;23.09.2008;0,1
Landvik;SN38140;24.09.2008;0
Landvik;SN38140;25.09.2008;0,1
Landvik;SN38140;26.09.2008;0,1
Landvik;SN38140;27.09.2008;0
Landvik;SN38140;28.09.2008;0
Landvik;SN38140;29.09.2008;0,1
Landvik;SN38140;30.09.2008;0,2
Landvik;SN38140;01.10.2008;9,2
Landvik;SN38140;02.10.2008;0
Landvik;SN38140;03.10.2008;0
Landvik;SN38140;04.10.2008;2,5
Landvik;SN38140;05.10.2008;21,6
Landvik;SN38140;06.10.2008;2,1
Landvik;SN38140;07.10.2008;0
Landvik;SN38140;08.10.2008;0
Landvik;SN38140;09.10.2008;24,5
Landvik;SN38140;10.10.2008;0
Landvik;SN38140;11.10.2008;3,8
Landvik;SN38140;12.10.2008;0
Landvik;SN38140;13.10.2008;0
Landvik;SN38140;14.10.2008;0
Landvik;SN38140;15.10.2008;0
Landvik;SN38140;16.10.2008;2,8
Landvik;SN38140;17.10.2008;0
Landvik;SN38140;18.10.2008;0
Landvik;SN38140;19.10.2008;1,5
Landvik;SN38140;20.10.2008;2,1
Landvik;SN38140;21.10.2008;25,1
Landvik;SN38140;22.10.2008;0,6
Landvik;SN38140;23.10.2008;1,3
Landvik;SN38140;24.10.2008;12,3
Landvik;SN38140;25.10.2008;0
Landvik;SN38140;26.10.2008;24,7
Landvik;SN38140;27.10.2008;0,6
Landvik;SN38140;28.10.2008;0
Landvik;SN38140;29.10.2008;0
Landvik;SN38140;30.10.2008;21,3
Landvik;SN38140;31.10.2008;4,3
Landvik;SN38140;01.11.2008;0
Landvik;SN38140;02.11.2008;0
Landvik;SN38140;03.11.2008;0,2
Landvik;SN38140;04.11.2008;0,2
Landvik;SN38140;05.11.2008;0,2
Landvik;SN38140;06.11.2008;0
Landvik;SN38140;07.11.2008;0,1
Landvik;SN38140;08.11.2008;10,9
Landvik;SN38140;09.11.2008;6,1
Landvik;SN38140;10.11.2008;35,5
Landvik;SN38140;11.11.2008;10,7
Landvik;SN38140;12.11.2008;12,4
Landvik;SN38140;13.11.2008;0,3
Landvik;SN38140;14.11.2008;4,1
Landvik;SN38140;15.11.2008;0
Landvik;SN38140;16.11.2008;0
Landvik;SN38140;17.11.2008;0
Landvik;SN38140;18.11.2008;3,6
Landvik;SN38140;19.11.2008;0
Landvik;SN38140;20.11.2008;0
Landvik;SN38140;21.11.2008;0
Landvik;SN38140;22.11.2008;0
Landvik;SN38140;23.11.2008;0,1
Landvik;SN38140;24.11.2008;0
Landvik;SN38140;25.11.2008;0
Landvik;SN38140;26.11.2008;0,3
Landvik;SN38140;27.11.2008;0
Landvik;SN38140;28.11.2008;0,8
Landvik;SN38140;29.11.2008;6,5
Landvik;SN38140;30.11.2008;30,8
Landvik;SN38140;01.12.2008;1,2
Landvik;SN38140;02.12.2008;4
Landvik;SN38140;03.12.2008;0,4
Landvik;SN38140;04.12.2008;0,1
Landvik;SN38140;05.12.2008;12,6
Landvik;SN38140;06.12.2008;23,4
Landvik;SN38140;07.12.2008;0
Landvik;SN38140;08.12.2008;0,5
Landvik;SN38140;09.12.2008;0,5
Landvik;SN38140;10.12.2008;0
Landvik;SN38140;11.12.2008;0
Landvik;SN38140;12.12.2008;0
Landvik;SN38140;13.12.2008;1,4
Landvik;SN38140;14.12.2008;8,3
Landvik;SN38140;15.12.2008;0,9
Landvik;SN38140;16.12.2008;3
Landvik;SN38140;17.12.2008;2
Landvik;SN38140;18.12.2008;0,6
Landvik;SN38140;19.12.2008;2,5
Landvik;SN38140;20.12.2008;10,7
Landvik;SN38140;21.12.2008;0
Landvik;SN38140;22.12.2008;2,2
Landvik;SN38140;23.12.2008;0
Landvik;SN38140;24.12.2008;0
Landvik;SN38140;25.12.2008;0
Landvik;SN38140;26.12.2008;0,1
Landvik;SN38140;27.12.2008;0
Landvik;SN38140;28.12.2008;0
Landvik;SN38140;29.12.2008;0
Landvik;SN38140;30.12.2008;0,1
Landvik;SN38140;31.12.2008;0
Landvik;SN38140;01.01.2009;0
Landvik;SN38140;02.01.2009;0
Landvik;SN38140;03.01.2009;0
Landvik;SN38140;04.01.2009;0,4
Landvik;SN38140;05.01.2009;2,5
Landvik;SN38140;06.01.2009;0,1
Landvik;SN38140;07.01.2009;0
Landvik;SN38140;08.01.2009;0,6
Landvik;SN38140;09.01.2009;0
Landvik;SN38140;10.01.2009;0
Landvik;SN38140;11.01.2009;0,6
Landvik;SN38140;12.01.2009;3,8
Landvik;SN38140;13.01.2009;2,4
Landvik;SN38140;14.01.2009;0
Landvik;SN38140;15.01.2009;0,2
Landvik;SN38140;16.01.2009;0,1
Landvik;SN38140;17.01.2009;3,3
Landvik;SN38140;18.01.2009;20,4
Landvik;SN38140;19.01.2009;22,1
Landvik;SN38140;20.01.2009;27,9
Landvik;SN38140;21.01.2009;14,5
Landvik;SN38140;22.01.2009;5,9
Landvik;SN38140;23.01.2009;17,9
Landvik;SN38140;24.01.2009;20,9
Landvik;SN38140;25.01.2009;26,2
Landvik;SN38140;26.01.2009;7,5
Landvik;SN38140;27.01.2009;0
Landvik;SN38140;28.01.2009;0
Landvik;SN38140;29.01.2009;0,6
Landvik;SN38140;30.01.2009;0
Landvik;SN38140;31.01.2009;0
Landvik;SN38140;01.02.2009;0
Landvik;SN38140;02.02.2009;0,3
Landvik;SN38140;03.02.2009;1
Landvik;SN38140;04.02.2009;0,8
Landvik;SN38140;05.02.2009;9,1
Landvik;SN38140;06.02.2009;4,8
Landvik;SN38140;07.02.2009;8,3
Landvik;SN38140;08.02.2009;6
Landvik;SN38140;09.02.2009;0,3
Landvik;SN38140;10.02.2009;1,5
Landvik;SN38140;11.02.2009;3
Landvik;SN38140;12.02.2009;0
Landvik;SN38140;13.02.2009;0
Landvik;SN38140;14.02.2009;0
Landvik;SN38140;15.02.2009;0
Landvik;SN38140;16.02.2009;7,4
Landvik;SN38140;17.02.2009;6,3
Landvik;SN38140;18.02.2009;0,3
Landvik;SN38140;19.02.2009;0
Landvik;SN38140;20.02.2009;2,1
Landvik;SN38140;21.02.2009;0,5
Landvik;SN38140;22.02.2009;12,9
Landvik;SN38140;23.02.2009;0
Landvik;SN38140;24.02.2009;0
Landvik;SN38140;25.02.2009;0
Landvik;SN38140;26.02.2009;0,3
Landvik;SN38140;27.02.2009;0
Landvik;SN38140;28.02.2009;0
Landvik;SN38140;01.03.2009;1,1
Landvik;SN38140;02.03.2009;9,9
Landvik;SN38140;03.03.2009;0,7
Landvik;SN38140;04.03.2009;4
Landvik;SN38140;05.03.2009;0,2
Landvik;SN38140;06.03.2009;6,1
Landvik;SN38140;07.03.2009;10,3
Landvik;SN38140;08.03.2009;21,1
Landvik;SN38140;09.03.2009;7,2
Landvik;SN38140;10.03.2009;0
Landvik;SN38140;11.03.2009;0
Landvik;SN38140;12.03.2009;0
Landvik;SN38140;13.03.2009;11,3
Landvik;SN38140;14.03.2009;0
Landvik;SN38140;15.03.2009;14
Landvik;SN38140;16.03.2009;0
Landvik;SN38140;17.03.2009;0
Landvik;SN38140;18.03.2009;0
Landvik;SN38140;19.03.2009;0
Landvik;SN38140;20.03.2009;0
Landvik;SN38140;21.03.2009;0
Landvik;SN38140;22.03.2009;0
Landvik;SN38140;23.03.2009;0
Landvik;SN38140;24.03.2009;0
Landvik;SN38140;25.03.2009;0
Landvik;SN38140;26.03.2009;0,1
Landvik;SN38140;27.03.2009;17,5
Landvik;SN38140;28.03.2009;11,4
Landvik;SN38140;29.03.2009;1,1
Landvik;SN38140;30.03.2009;0
Landvik;SN38140;31.03.2009;0
Landvik;SN38140;01.04.2009;0
Landvik;SN38140;02.04.2009;0
Landvik;SN38140;03.04.2009;0
Landvik;SN38140;04.04.2009;0
Landvik;SN38140;05.04.2009;0
Landvik;SN38140;06.04.2009;0
Landvik;SN38140;07.04.2009;0
Landvik;SN38140;08.04.2009;13
Landvik;SN38140;09.04.2009;1,8
Landvik;SN38140;10.04.2009;0
Landvik;SN38140;11.04.2009;0
Landvik;SN38140;12.04.2009;0,6
Landvik;SN38140;13.04.2009;5,1
Landvik;SN38140;14.04.2009;3,8
Landvik;SN38140;15.04.2009;0,6
Landvik;SN38140;16.04.2009;0,3
Landvik;SN38140;17.04.2009;0
Landvik;SN38140;18.04.2009;0
Landvik;SN38140;19.04.2009;0
Landvik;SN38140;20.04.2009;0
Landvik;SN38140;21.04.2009;0
Landvik;SN38140;22.04.2009;0
Landvik;SN38140;23.04.2009;0
Landvik;SN38140;24.04.2009;0
Landvik;SN38140;25.04.2009;0
Landvik;SN38140;26.04.2009;0
Landvik;SN38140;27.04.2009;0
Landvik;SN38140;28.04.2009;1,3
Landvik;SN38140;29.04.2009;0
Landvik;SN38140;30.04.2009;0,8
Landvik;SN38140;01.05.2009;0
Landvik;SN38140;02.05.2009;0
Landvik;SN38140;03.05.2009;0
Landvik;SN38140;04.05.2009;0
Landvik;SN38140;05.05.2009;2,7
Landvik;SN38140;06.05.2009;0
Landvik;SN38140;07.05.2009;2,4
Landvik;SN38140;08.05.2009;0,1
Landvik;SN38140;09.05.2009;3,3
Landvik;SN38140;10.05.2009;1,9
Landvik;SN38140;11.05.2009;0
Landvik;SN38140;12.05.2009;0
Landvik;SN38140;13.05.2009;0
Landvik;SN38140;14.05.2009;0
Landvik;SN38140;15.05.2009;3,8
Landvik;SN38140;16.05.2009;0
Landvik;SN38140;17.05.2009;0
Landvik;SN38140;18.05.2009;19
Landvik;SN38140;19.05.2009;6,3
Landvik;SN38140;20.05.2009;2,5
Landvik;SN38140;21.05.2009;0,3
Landvik;SN38140;22.05.2009;1,9
Landvik;SN38140;23.05.2009;12,2
Landvik;SN38140;24.05.2009;0
Landvik;SN38140;25.05.2009;0
Landvik;SN38140;26.05.2009;0,1
Landvik;SN38140;27.05.2009;17,7
Landvik;SN38140;28.05.2009;2,3
Landvik;SN38140;29.05.2009;0
Landvik;SN38140;30.05.2009;0
Landvik;SN38140;31.05.2009;0
Landvik;SN38140;01.06.2009;0
Landvik;SN38140;02.06.2009;0
Landvik;SN38140;03.06.2009;0,1
Landvik;SN38140;04.06.2009;1,6
Landvik;SN38140;05.06.2009;0
Landvik;SN38140;06.06.2009;4,8
Landvik;SN38140;07.06.2009;0
Landvik;SN38140;08.06.2009;0
Landvik;SN38140;09.06.2009;4,2
Landvik;SN38140;10.06.2009;4,4
Landvik;SN38140;11.06.2009;7,9
Landvik;SN38140;12.06.2009;1,5
Landvik;SN38140;13.06.2009;2,1
Landvik;SN38140;14.06.2009;0
Landvik;SN38140;15.06.2009;0
Landvik;SN38140;16.06.2009;0
Landvik;SN38140;17.06.2009;0
Landvik;SN38140;18.06.2009;20,4
Landvik;SN38140;19.06.2009;0,8
Landvik;SN38140;20.06.2009;4
Landvik;SN38140;21.06.2009;2,2
Landvik;SN38140;22.06.2009;0
Landvik;SN38140;23.06.2009;0
Landvik;SN38140;24.06.2009;0
Landvik;SN38140;25.06.2009;0
Landvik;SN38140;26.06.2009;0
Landvik;SN38140;27.06.2009;0
Landvik;SN38140;28.06.2009;0
Landvik;SN38140;29.06.2009;0
Landvik;SN38140;30.06.2009;0
Landvik;SN38140;01.07.2009;0
Landvik;SN38140;02.07.2009;0
Landvik;SN38140;03.07.2009;0
Landvik;SN38140;04.07.2009;0
Landvik;SN38140;05.07.2009;0
Landvik;SN38140;06.07.2009;0
Landvik;SN38140;07.07.2009;7,4
Landvik;SN38140;08.07.2009;0
Landvik;SN38140;09.07.2009;20,6
Landvik;SN38140;10.07.2009;51,3
Landvik;SN38140;11.07.2009;0
Landvik;SN38140;12.07.2009;3,9
Landvik;SN38140;13.07.2009;16,4
Landvik;SN38140;14.07.2009;23,6
Landvik;SN38140;15.07.2009;0
Landvik;SN38140;16.07.2009;8,1
Landvik;SN38140;17.07.2009;0
Landvik;SN38140;18.07.2009;3,9
Landvik;SN38140;19.07.2009;54
Landvik;SN38140;20.07.2009;0
Landvik;SN38140;21.07.2009;0
Landvik;SN38140;22.07.2009;0
Landvik;SN38140;23.07.2009;3
Landvik;SN38140;24.07.2009;0
Landvik;SN38140;25.07.2009;30,5
Landvik;SN38140;26.07.2009;0,5
Landvik;SN38140;27.07.2009;0
Landvik;SN38140;28.07.2009;8,9
Landvik;SN38140;29.07.2009;0,2
Landvik;SN38140;30.07.2009;3,9
Landvik;SN38140;31.07.2009;8,3
Landvik;SN38140;01.08.2009;0,3
Landvik;SN38140;02.08.2009;0
Landvik;SN38140;03.08.2009;29,7
Landvik;SN38140;04.08.2009;2,5
Landvik;SN38140;05.08.2009;0
Landvik;SN38140;06.08.2009;0
Landvik;SN38140;07.08.2009;0,1
Landvik;SN38140;08.08.2009;0
Landvik;SN38140;09.08.2009;2,1
Landvik;SN38140;10.08.2009;0,1
Landvik;SN38140;11.08.2009;0,1
Landvik;SN38140;12.08.2009;0
Landvik;SN38140;13.08.2009;0
Landvik;SN38140;14.08.2009;0
Landvik;SN38140;15.08.2009;0,4
Landvik;SN38140;16.08.2009;20,5
Landvik;SN38140;17.08.2009;0,5
Landvik;SN38140;18.08.2009;0
Landvik;SN38140;19.08.2009;0
Landvik;SN38140;20.08.2009;0
Landvik;SN38140;21.08.2009;22
