Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn);Svakeste middelvind fra hovedobs. (døgn);Kraftigste middelvind fra hovedobs. (døgn)
Torungen Fyr;SN36200;07.09.1961;1001,3;1003,3;999,2;8,2;18,5
Torungen Fyr;SN36200;08.09.1961;1007,2;1007,8;1006,4;3,1;5,1
Torungen Fyr;SN36200;09.09.1961;1013,3;1014,1;1012;5,1;7,7
Torungen Fyr;SN36200;10.09.1961;1012,7;1013,6;1011,1;3,6;6,2
Torungen Fyr;SN36200;11.09.1961;1005,4;1008,1;1002,3;7,2;9,3
Torungen Fyr;SN36200;12.09.1961;1002,6;1003;1002,4;6,2;12,9
Torungen Fyr;SN36200;13.09.1961;1004,4;1006,3;1001,3;3,1;14,4
Torungen Fyr;SN36200;14.09.1961;1000,7;1002;999,6;6,2;8,7
Torungen Fyr;SN36200;15.09.1961;1006,6;1009,3;1002,6;5,1;14,4
Torungen Fyr;SN36200;16.09.1961;1009,2;1009,5;1009;0,5;10,8
Torungen Fyr;SN36200;17.09.1961;1011,9;1013,1;1010;5,7;11,8
Torungen Fyr;SN36200;18.09.1961;1017,2;1019,4;1014,5;5,1;9,3
Torungen Fyr;SN36200;19.09.1961;1024,6;1025,5;1023,7;2,1;4,6
Torungen Fyr;SN36200;20.09.1961;1025;1025,4;1024,6;4,6;5,7
Torungen Fyr;SN36200;21.09.1961;1025,2;1025,4;1024,9;4,1;7,2
Torungen Fyr;SN36200;22.09.1961;1029,2;1030;1027,9;4,6;6,2
Torungen Fyr;SN36200;23.09.1961;1029,1;1029,7;1028,3;4,6;5,1
Torungen Fyr;SN36200;24.09.1961;1021,2;1023,5;1017,8;3,1;6,7
Torungen Fyr;SN36200;25.09.1961;1016,3;1018,2;1014;5,7;7,7
Torungen Fyr;SN36200;26.09.1961;1019,7;1020,3;1019,1;2,1;5,1
Torungen Fyr;SN36200;27.09.1961;1014,1;1016,2;1011,1;8,7;14,4
Torungen Fyr;SN36200;28.09.1961;1011,6;1012,6;1009,7;3,6;6,2
Torungen Fyr;SN36200;29.09.1961;1010;1013,1;1007,6;7,2;9,3
Torungen Fyr;SN36200;30.09.1961;1018,1;1018,5;1017,5;5,7;15,4
Torungen Fyr;SN36200;01.10.1961;1021,2;1024,1;1018;5,1;8,7
Torungen Fyr;SN36200;02.10.1961;1029,7;1030,5;1028,3;7,7;9,3
Torungen Fyr;SN36200;03.10.1961;1029,1;1029,5;1028,6;8,2;9,8
Torungen Fyr;SN36200;04.10.1961;1028,2;1028,8;1027,1;9,3;12,3
Torungen Fyr;SN36200;05.10.1961;1021,5;1023,3;1019,5;5,1;10,3
Torungen Fyr;SN36200;06.10.1961;1017,4;1018,8;1016;6,7;11,3
Torungen Fyr;SN36200;07.10.1961;1012,4;1013,7;1010,8;12,3;14,4
Torungen Fyr;SN36200;08.10.1961;1006,9;1009,4;1003,5;11,3;12,9
Torungen Fyr;SN36200;09.10.1961;1011,9;1016,2;1007,3;5,7;10,3
Torungen Fyr;SN36200;10.10.1961;1013,5;1015,5;1012;7,7;14,9
Torungen Fyr;SN36200;11.10.1961;1010,5;1011,1;1009,7;10,3;13,4
Torungen Fyr;SN36200;12.10.1961;1020,6;1023;1017,3;7,2;12,3
Torungen Fyr;SN36200;13.10.1961;1028,9;1029,7;1028,3;4,1;5,1
Torungen Fyr;SN36200;14.10.1961;1025,7;1027,6;1022,8;4,1;10,8
Torungen Fyr;SN36200;15.10.1961;1018,2;1020,4;1016;8,7;9,8
Torungen Fyr;SN36200;16.10.1961;1006;1009,5;1002,7;5,7;10,3
Torungen Fyr;SN36200;17.10.1961;989,4;993,3;985,7;5,1;7,7
Torungen Fyr;SN36200;18.10.1961;990,6;994,1;986,7;14,9;18
Torungen Fyr;SN36200;19.10.1961;994,9;997,8;992,6;9,8;11,8
Torungen Fyr;SN36200;20.10.1961;1007;1012,2;1002,2;10,3;11,3
Torungen Fyr;SN36200;21.10.1961;1015,7;1016,3;1015,2;3,6;5,7
Torungen Fyr;SN36200;22.10.1961;1013,3;1013,8;1012,8;10,8;16,5
Torungen Fyr;SN36200;23.10.1961;1009,5;1013,8;1006,7;12,3;18
Torungen Fyr;SN36200;24.10.1961;1007,1;1011,1;1001,6;3,1;14,4
Torungen Fyr;SN36200;25.10.1961;997,3;998,9;995,4;9,3;13,9
Torungen Fyr;SN36200;26.10.1961;1001,3;1001,6;1001,1;4,1;8,2
Torungen Fyr;SN36200;27.10.1961;994,7;995,8;992,5;8,2;15,9
Torungen Fyr;SN36200;28.10.1961;996,7;998;995,5;9,8;19,5
Torungen Fyr;SN36200;29.10.1961;1001,6;1004,5;998,5;5,1;10,3
Torungen Fyr;SN36200;30.10.1961;1006,6;1007,9;1005,8;6,2;8,7
Torungen Fyr;SN36200;31.10.1961;996,3;1001,3;992,7;4,6;11,8
Torungen Fyr;SN36200;01.11.1961;1008,5;1011,5;1005,3;3,1;9,3
Torungen Fyr;SN36200;02.11.1961;995,6;998,8;992,8;10,3;15,9
Torungen Fyr;SN36200;03.11.1961;985,6;990,2;982,5;5,7;14,4
Torungen Fyr;SN36200;04.11.1961;1005,5;1010,4;1000,8;4,6;6,2
Torungen Fyr;SN36200;05.11.1961;1019,9;1020,9;1018,5;2,6;5,1
Torungen Fyr;SN36200;06.11.1961;1018,9;1019,2;1018,6;2,6;13,4
Torungen Fyr;SN36200;07.11.1961;1013,5;1016,1;1010,4;5,7;9,8
Torungen Fyr;SN36200;08.11.1961;1000,3;1000,8;999,7;10,3;13,9
Torungen Fyr;SN36200;09.11.1961;997,6;998;997,3;8,7;13,9
Torungen Fyr;SN36200;10.11.1961;999,6;1000,5;998;5,1;11,3
Torungen Fyr;SN36200;11.11.1961;1009,1;1009,8;1008;5,1;14,9
Torungen Fyr;SN36200;12.11.1961;1021,8;1025,2;1017,9;12,3;18
Torungen Fyr;SN36200;13.11.1961;1028,6;1029,1;1028,2;11,3;14,9
Torungen Fyr;SN36200;14.11.1961;1025,2;1026,5;1023,3;3,6;7,7
Torungen Fyr;SN36200;15.11.1961;1015,5;1016;1014,6;3,1;5,7
Torungen Fyr;SN36200;16.11.1961;1007,9;1010,8;1004,5;4,6;9,8
Torungen Fyr;SN36200;17.11.1961;1011,4;1012,3;1010,2;6,2;10,8
Torungen Fyr;SN36200;18.11.1961;1015,1;1017,4;1012,4;2,6;5,1
Torungen Fyr;SN36200;19.11.1961;1029,2;1032;1025,5;1,5;5,1
Torungen Fyr;SN36200;20.11.1961;1031,5;1031,7;1031,3;7,7;9,3
Torungen Fyr;SN36200;21.11.1961;1025,3;1027,2;1023,4;6,2;9,3
Torungen Fyr;SN36200;22.11.1961;1018,5;1019,7;1017;2,1;2,6
Torungen Fyr;SN36200;23.11.1961;1005,6;1009,5;1002,8;4,6;7,2
Torungen Fyr;SN36200;24.11.1961;1006,4;1007,5;1004,6;5,1;15,9
Torungen Fyr;SN36200;25.11.1961;1001,3;1002,7;999,4;4,1;6,7
Torungen Fyr;SN36200;26.11.1961;1002,1;1003,6;1000,3;4,1;5,1
Torungen Fyr;SN36200;27.11.1961;1005,4;1006;1004,7;3,1;7,7
Torungen Fyr;SN36200;28.11.1961;1009,6;1010,1;1008,7;6,2;6,7
Torungen Fyr;SN36200;29.11.1961;997;1002,8;992,7;7,2;16,5
Torungen Fyr;SN36200;30.11.1961;988;990,3;985,3;4,1;7,2
Torungen Fyr;SN36200;01.12.1961;983,6;985,3;982,5;2,1;4,1
Torungen Fyr;SN36200;02.12.1961;986,3;987,6;985,3;2,6;6,2
Torungen Fyr;SN36200;03.12.1961;986,8;989,9;982,6;9,3;13,9
Torungen Fyr;SN36200;04.12.1961;996;1000,2;990,9;3,6;12,9
Torungen Fyr;SN36200;05.12.1961;977,1;983,6;971,6;2,6;14,9
Torungen Fyr;SN36200;06.12.1961;990,1;997,3;982;9,3;11,3
Torungen Fyr;SN36200;07.12.1961;1005,5;1007,5;1002,5;5,1;8,7
Torungen Fyr;SN36200;08.12.1961;1011,7;1013,5;1009,4;4,1;6,2
Torungen Fyr;SN36200;09.12.1961;1012,3;1012,8;1011,3;5,1;9,3
Torungen Fyr;SN36200;10.12.1961;1008,2;1008,9;1007;10,8;12,3
Torungen Fyr;SN36200;11.12.1961;1000;1002,1;998,6;17,5;19
Torungen Fyr;SN36200;12.12.1961;1016,1;1020,6;1011,4;12,3;16,5
Torungen Fyr;SN36200;13.12.1961;1031,3;1032,2;1029,7;9,8;11,3
Torungen Fyr;SN36200;14.12.1961;1036,1;1038,9;1032,9;7,7;10,3
Torungen Fyr;SN36200;15.12.1961;1039;1039,3;1038,7;2,6;5,1
Torungen Fyr;SN36200;16.12.1961;1039,1;1040;1038,3;2,1;2,6
Torungen Fyr;SN36200;17.12.1961;1040,1;1040,8;1038,8;6,7;9,8
Torungen Fyr;SN36200;18.12.1961;1036,3;1037,3;1035,4;0;3,1
Torungen Fyr;SN36200;19.12.1961;1034,7;1035,8;1033,2;2,1;3,6
Torungen Fyr;SN36200;20.12.1961;1023,2;1023,5;1023;5,1;10,3
Torungen Fyr;SN36200;21.12.1961;1022,9;1024,1;1020,8;3,1;5,1
Torungen Fyr;SN36200;22.12.1961;1022,9;1026;1019;8,2;13,4
Torungen Fyr;SN36200;23.12.1961;1021,6;1025,3;1017,4;3,6;5,1
Torungen Fyr;SN36200;24.12.1961;1006,2;1008,4;1004,5;4,1;8,2
Torungen Fyr;SN36200;25.12.1961;1001,1;1001,8;999,9;5,7;8,7
Torungen Fyr;SN36200;26.12.1961;1008,4;1010,7;1005,7;4,1;5,1
Torungen Fyr;SN36200;27.12.1961;1009,1;1011,4;1005,8;2,6;12,3
Torungen Fyr;SN36200;28.12.1961;1001,1;1002,2;999,6;12,9;18
Torungen Fyr;SN36200;29.12.1961;993,5;994;993;6,7;18
Torungen Fyr;SN36200;30.12.1961;995,4;998,2;992,4;7,2;13,9
Torungen Fyr;SN36200;31.12.1961;992,6;994,8;988,9;2,6;8,2
Torungen Fyr;SN36200;01.01.1962;1002,9;1008,7;997,5;6,7;10,3
Torungen Fyr;SN36200;02.01.1962;1014,5;1015,3;1013,1;1,5;5,7
Torungen Fyr;SN36200;03.01.1962;1019,3;1020,6;1017,5;1,5;3,1
Torungen Fyr;SN36200;04.01.1962;1020,6;1021,3;1019,9;7,7;10,3
Torungen Fyr;SN36200;05.01.1962;1005,6;1011,1;1000,4;11,3;13,4
Torungen Fyr;SN36200;06.01.1962;1004,4;1008,4;1001,7;6,7;8,2
Torungen Fyr;SN36200;07.01.1962;1014,6;1018,4;1011,4;3,1;11,8
Torungen Fyr;SN36200;08.01.1962;1012,5;1013,8;1011,2;4,6;11,8
Torungen Fyr;SN36200;09.01.1962;994,3;996,1;993;13,4;15,9
Torungen Fyr;SN36200;10.01.1962;991,5;993,7;989,2;5,1;12,9
Torungen Fyr;SN36200;11.01.1962;976,1;984,4;969,3;8,2;14,9
Torungen Fyr;SN36200;12.01.1962;980;982,1;977,9;10,3;11,8
Torungen Fyr;SN36200;13.01.1962;976;979,3;973,2;3,6;11,8
Torungen Fyr;SN36200;14.01.1962;988,4;992,6;984,3;0;5,1
Torungen Fyr;SN36200;15.01.1962;1002,4;1005;999,3;0;5,1
Torungen Fyr;SN36200;16.01.1962;992,4;996,5;987,8;9,8;17,5
Torungen Fyr;SN36200;17.01.1962;992,7;994;990,7;5,1;14,4
Torungen Fyr;SN36200;18.01.1962;993,2;997,6;989,5;7,7;16,5
Torungen Fyr;SN36200;19.01.1962;994,9;1000,2;988,2;8,2;12,3
Torungen Fyr;SN36200;20.01.1962;1002,8;1005,4;999;2,6;9,3
Torungen Fyr;SN36200;21.01.1962;1005,3;1008,1;1000,7;5,7;8,2
Torungen Fyr;SN36200;22.01.1962;986,5;990,7;983,9;4,1;8,7
Torungen Fyr;SN36200;23.01.1962;991,3;994,3;988,2;7,7;8,7
Torungen Fyr;SN36200;24.01.1962;1003,1;1004,3;1001,2;4,1;7,2
Torungen Fyr;SN36200;25.01.1962;1013,4;1017,3;1008,9;2,6;8,7
Torungen Fyr;SN36200;26.01.1962;1012,5;1016;1009,2;3,6;5,1
Torungen Fyr;SN36200;27.01.1962;1012,9;1015,5;1010,7;5,7;11,8
Torungen Fyr;SN36200;28.01.1962;1033;1036,4;1028,3;3,6;11,3
Torungen Fyr;SN36200;29.01.1962;1041,3;1042;1040,6;3,1;7,2
Torungen Fyr;SN36200;30.01.1962;1037,8;1039,4;1035,6;5,7;12,3
Torungen Fyr;SN36200;31.01.1962;1018;1025,1;1010,3;19,5;21,6
Torungen Fyr;SN36200;01.02.1962;1002,3;1005,6;998,4;2,6;6,2
Torungen Fyr;SN36200;02.02.1962;1014,6;1019,1;1009,5;4,1;5,7
Torungen Fyr;SN36200;03.02.1962;1011,5;1016,4;1004,8;6,2;16,5
Torungen Fyr;SN36200;04.02.1962;1002,9;1005,5;999,2;6,2;14,9
Torungen Fyr;SN36200;05.02.1962;995,1;999,8;992,8;3,1;10,8
Torungen Fyr;SN36200;06.02.1962;1009,7;1011,4;1007,2;3,1;9,8
Torungen Fyr;SN36200;07.02.1962;997,5;999,7;994,9;9,8;10,3
Torungen Fyr;SN36200;08.02.1962;1005,1;1012,6;996,7;4,1;8,2
Torungen Fyr;SN36200;09.02.1962;1019,6;1020,7;1017,6;3,1;9,3
Torungen Fyr;SN36200;10.02.1962;1013,3;1016,2;1010,6;7,2;10,3
Torungen Fyr;SN36200;11.02.1962;1010,4;1011,8;1007,7;8,7;12,9
Torungen Fyr;SN36200;12.02.1962;967,1;971;962,4;13,4;15,4
Torungen Fyr;SN36200;13.02.1962;982,5;984,4;981;6,2;8,2
Torungen Fyr;SN36200;14.02.1962;1007;1014,3;999,3;6,2;9,3
Torungen Fyr;SN36200;15.02.1962;1010,7;1019,7;998;3,1;18
Torungen Fyr;SN36200;16.02.1962;966,4;968,8;963,3;10,3;18,5
Torungen Fyr;SN36200;17.02.1962;999,9;1010,4;988,5;10,8;16,5
Torungen Fyr;SN36200;18.02.1962;1018,9;1020,9;1015,1;3,6;6,7
Torungen Fyr;SN36200;19.02.1962;1012,2;1012,4;1011,9;6,2;10,3
Torungen Fyr;SN36200;20.02.1962;1019,6;1026,7;1012,2;6,2;7,7
Torungen Fyr;SN36200;21.02.1962;1040,8;1043;1037,8;1,5;6,2
Torungen Fyr;SN36200;22.02.1962;1048,4;1048,8;1047,9;4,6;6,7
Torungen Fyr;SN36200;23.02.1962;1047;1049,1;1044,4;3,6;7,2
Torungen Fyr;SN36200;24.02.1962;1039,6;1040,9;1038,7;12,3;16,5
Torungen Fyr;SN36200;25.02.1962;1038,5;1039,7;1037;12,3;13,4
Torungen Fyr;SN36200;26.02.1962;1037;1038,7;1034,2;9,3;15,4
Torungen Fyr;SN36200;27.02.1962;1030,8;1032,2;1029;10,8;14,9
Torungen Fyr;SN36200;28.02.1962;1022,1;1024,4;1019,5;1;5,1
Torungen Fyr;SN36200;01.03.1962;1011,3;1014,5;1007,7;2,6;4,1
Torungen Fyr;SN36200;02.03.1962;996,4;999,8;994,1;4,1;16,5
Torungen Fyr;SN36200;03.03.1962;998,1;1001,2;994,9;11,3;15,4
Torungen Fyr;SN36200;04.03.1962;1003,9;1004,6;1003;6,2;10,3
Torungen Fyr;SN36200;05.03.1962;1006,9;1007,7;1005,8;3,1;4,1
Torungen Fyr;SN36200;06.03.1962;1012,9;1014,4;1010,9;1,5;5,1
Torungen Fyr;SN36200;07.03.1962;1020,1;1022,4;1018,6;3,1;12,9
Torungen Fyr;SN36200;08.03.1962;1025;1026,1;1024,3;2,6;4,6
Torungen Fyr;SN36200;09.03.1962;1013;1017,7;1008,1;8,2;11,3
Torungen Fyr;SN36200;10.03.1962;1003,1;1004;1002,5;5,1;8,2
Torungen Fyr;SN36200;11.03.1962;1011,6;1012,8;1009,7;6,7;9,3
Torungen Fyr;SN36200;12.03.1962;1016,3;1017,1;1015;5,1;10,8
Torungen Fyr;SN36200;13.03.1962;1017,6;1017,8;1017,4;1;7,2
Torungen Fyr;SN36200;14.03.1962;1014;1015,3;1013,1;6,2;7,7
Torungen Fyr;SN36200;15.03.1962;1018;1018,9;1016,5;3,6;5,1
Torungen Fyr;SN36200;16.03.1962;1025,7;1026,6;1024,1;3,6;6,7
Torungen Fyr;SN36200;17.03.1962;1028,6;1029,2;1028,1;3,6;7,2
Torungen Fyr;SN36200;18.03.1962;1025,3;1026,5;1023,9;0;3,6
Torungen Fyr;SN36200;19.03.1962;1019;1020,1;1017;3,1;8,2
Torungen Fyr;SN36200;20.03.1962;1016,4;1019,6;1013,3;3,6;12,9
Torungen Fyr;SN36200;21.03.1962;1015,5;1018,5;1012,9;2,6;7,2
Torungen Fyr;SN36200;22.03.1962;1012,8;1012,9;1012,5;4,1;7,7
Torungen Fyr;SN36200;23.03.1962;1018;1019,2;1016,3;1;8,2
Torungen Fyr;SN36200;24.03.1962;1018,1;1019,5;1016,6;5,1;6,7
Torungen Fyr;SN36200;25.03.1962;1015,6;1016,7;1014,3;2,6;3,1
Torungen Fyr;SN36200;26.03.1962;1007,5;1009;1005,5;6,7;8,2
Torungen Fyr;SN36200;27.03.1962;1002,9;1003,4;1002,5;8,2;10,3
Torungen Fyr;SN36200;28.03.1962;1006,1;1007,1;1004,7;3,6;9,8
Torungen Fyr;SN36200;29.03.1962;1003;1005,1;1000,4;6,2;6,7
Torungen Fyr;SN36200;30.03.1962;990;993,5;985,8;9,3;11,8
Torungen Fyr;SN36200;31.03.1962;981,2;982,4;980,1;5,7;7,2
Torungen Fyr;SN36200;01.04.1962;985,5;987,2;982,6;7,7;13,9
Torungen Fyr;SN36200;02.04.1962;991,2;995,7;986,8;8,2;10,8
Torungen Fyr;SN36200;03.04.1962;983;984,9;981,9;9,3;15,4
Torungen Fyr;SN36200;04.04.1962;987,8;989,4;985,9;3,1;6,2
Torungen Fyr;SN36200;05.04.1962;993,8;995,4;992;6,2;9,3
Torungen Fyr;SN36200;06.04.1962;999,3;999,6;999,2;5,7;8,2
Torungen Fyr;SN36200;07.04.1962;999,4;1001,2;997,4;1,5;5,7
Torungen Fyr;SN36200;08.04.1962;994,6;995,4;993,7;0;6,2
Torungen Fyr;SN36200;09.04.1962;1000,1;1003,9;995,9;2,6;7,7
Torungen Fyr;SN36200;10.04.1962;1009,3;1009,9;1008,5;3,1;11,3
Torungen Fyr;SN36200;11.04.1962;1006,1;1010,1;1001,2;9,3;13,4
Torungen Fyr;SN36200;12.04.1962;1002,8;1005,4;999,8;8,2;12,3
Torungen Fyr;SN36200;13.04.1962;1014,5;1019,6;1009,6;7,2;9,3
Torungen Fyr;SN36200;14.04.1962;1034,9;1037;1031,9;5,7;10,8
Torungen Fyr;SN36200;15.04.1962;1040,6;1042;1038,2;4,6;7,7
Torungen Fyr;SN36200;16.04.1962;1032,9;1036,6;1028,9;9,8;12,3
Torungen Fyr;SN36200;17.04.1962;1021;1021,8;1020,5;6,2;12,9
Torungen Fyr;SN36200;18.04.1962;1018,5;1018,8;1017,9;8,2;10,3
Torungen Fyr;SN36200;19.04.1962;1021,3;1021,6;1021,1;8,2;12,3
Torungen Fyr;SN36200;20.04.1962;1023,1;1024,4;1021,8;6,2;8,7
Torungen Fyr;SN36200;21.04.1962;1022;1023,3;1020,3;3,6;7,7
Torungen Fyr;SN36200;22.04.1962;1020,6;1023,7;1017,1;6,7;9,3
Torungen Fyr;SN36200;23.04.1962;1023,8;1026,9;1020,1;2,1;6,2
Torungen Fyr;SN36200;24.04.1962;1030,7;1031,7;1029,2;7,2;10,3
Torungen Fyr;SN36200;25.04.1962;1027,7;1028,5;1026,2;3,1;7,2
Torungen Fyr;SN36200;26.04.1962;1019,2;1021,2;1017,9;0,5;5,7
Torungen Fyr;SN36200;27.04.1962;1017,2;1022,1;1012,9;6,2;11,3
Torungen Fyr;SN36200;28.04.1962;1014,8;1015,1;1014,2;4,6;7,7
Torungen Fyr;SN36200;29.04.1962;1016,1;1016,4;1015,7;4,6;8,7
Torungen Fyr;SN36200;30.04.1962;1018,5;1020,4;1016,2;3,6;7,2
Torungen Fyr;SN36200;01.05.1962;1012,7;1013,1;1011,9;3,1;5,7
Torungen Fyr;SN36200;02.05.1962;1010;1013,2;1006,1;4,6;8,2
Torungen Fyr;SN36200;03.05.1962;1007,2;1009,1;1005,1;3,6;10,3
Torungen Fyr;SN36200;04.05.1962;1011,6;1011,8;1011,4;2,6;6,2
Torungen Fyr;SN36200;05.05.1962;1010,3;1010,6;1009,9;3,6;14,4
Torungen Fyr;SN36200;06.05.1962;1008,1;1009,2;1006,4;5,7;9,8
Torungen Fyr;SN36200;07.05.1962;1010,1;1011,7;1008,4;6,2;6,7
Torungen Fyr;SN36200;08.05.1962;1011,1;1011,3;1010,9;5,7;8,2
Torungen Fyr;SN36200;09.05.1962;1011,6;1011,9;1011,4;5,1;6,2
Torungen Fyr;SN36200;10.05.1962;1009;1009,3;1008,8;6,7;11,3
Torungen Fyr;SN36200;11.05.1962;1010,6;1013,6;1007,9;11,3;14,9
Torungen Fyr;SN36200;12.05.1962;1019,7;1019,9;1019,5;1;5,1
Torungen Fyr;SN36200;13.05.1962;1019,4;1021,1;1016,9;3,6;7,2
Torungen Fyr;SN36200;14.05.1962;1017,5;1018,5;1015,9;3,1;6,2
Torungen Fyr;SN36200;15.05.1962;1011,2;1011,9;1010,3;2,6;6,2
Torungen Fyr;SN36200;16.05.1962;1005,4;1008,1;1002,3;2,1;13,9
Torungen Fyr;SN36200;17.05.1962;1000,7;1001,5;999,5;10,3;10,8
Torungen Fyr;SN36200;18.05.1962;1005;1007,2;1002,5;9,8;13,4
Torungen Fyr;SN36200;19.05.1962;1006;1010,1;1000,8;0,5;12,9
Torungen Fyr;SN36200;20.05.1962;998,6;1000,9;997,5;8,2;10,3
Torungen Fyr;SN36200;21.05.1962;1008,2;1008,8;1007,8;5,1;7,2
Torungen Fyr;SN36200;22.05.1962;1003,7;1004,6;1002,8;4,1;9,8
Torungen Fyr;SN36200;23.05.1962;999,3;999,8;998,7;6,7;10,3
Torungen Fyr;SN36200;24.05.1962;1004,5;1007,3;1001,6;0;5,1
Torungen Fyr;SN36200;25.05.1962;1015,2;1017,1;1013,1;7,2;7,7
Torungen Fyr;SN36200;26.05.1962;1021,3;1022;1019,9;6,2;13,4
Torungen Fyr;SN36200;27.05.1962;1022;1024,1;1019,2;3,6;8,2
Torungen Fyr;SN36200;28.05.1962;1012,2;1014,5;1009,4;5,7;10,3
Torungen Fyr;SN36200;29.05.1962;1005,7;1006,2;1005;5,7;6,7
Torungen Fyr;SN36200;30.05.1962;1008,3;1008,7;1008;3,6;5,7
Torungen Fyr;SN36200;31.05.1962;1008,5;1010;1007,1;2,1;11,3
Torungen Fyr;SN36200;01.06.1962;1013,8;1014,2;1013,5;1,5;6,7
Torungen Fyr;SN36200;02.06.1962;1024;1025,2;1022,3;5,7;10,3
Torungen Fyr;SN36200;03.06.1962;1026,6;1027,2;1025,6;2,6;7,7
Torungen Fyr;SN36200;04.06.1962;1029,4;1029,9;1028,6;4,1;5,1
Torungen Fyr;SN36200;05.06.1962;1035,8;1036,6;1034,4;3,6;4,6
Torungen Fyr;SN36200;06.06.1962;1037,6;1039,1;1035,2;1,5;10,3
Torungen Fyr;SN36200;07.06.1962;1033,2;1035;1030,2;3,1;4,1
Torungen Fyr;SN36200;08.06.1962;1024;1026,5;1021,2;7,2;10,3
Torungen Fyr;SN36200;09.06.1962;1018,4;1021,4;1014,7;5,7;7,2
Torungen Fyr;SN36200;10.06.1962;1007,7;1010,8;1004,6;3,6;9,8
Torungen Fyr;SN36200;11.06.1962;1006,1;1006,4;1005,8;4,1;9,3
Torungen Fyr;SN36200;12.06.1962;1009,3;1009,8;1008,6;7,7;13,4
Torungen Fyr;SN36200;13.06.1962;1008,2;1008,5;1007,8;6,2;9,3
Torungen Fyr;SN36200;14.06.1962;1009,6;1010,4;1008,8;4,1;7,7
Torungen Fyr;SN36200;15.06.1962;1012,5;1014,3;1010,4;5,1;11,3
Torungen Fyr;SN36200;16.06.1962;1013,9;1015,8;1012,3;4,6;8,7
Torungen Fyr;SN36200;17.06.1962;1019,9;1020,5;1019,1;6,2;12,9
Torungen Fyr;SN36200;18.06.1962;1017,7;1019,4;1015,5;3,1;6,2
Torungen Fyr;SN36200;19.06.1962;1005,9;1008,4;1003,6;3,6;10,8
Torungen Fyr;SN36200;20.06.1962;1003;1003,5;1002,6;10,3;13,4
Torungen Fyr;SN36200;21.06.1962;1009,9;1012,2;1007;7,2;10,3
Torungen Fyr;SN36200;22.06.1962;1010;1010,9;1009,1;9,8;11,8
Torungen Fyr;SN36200;23.06.1962;1013,6;1013,8;1013,2;8,2;14,4
Torungen Fyr;SN36200;24.06.1962;1004,2;1011,5;998;4,6;20,1
Torungen Fyr;SN36200;25.06.1962;1003,2;1006,7;999,4;10,8;12,9
Torungen Fyr;SN36200;26.06.1962;1007,8;1008,3;1007,1;4,6;5,7
Torungen Fyr;SN36200;27.06.1962;1006,8;1009;1003,9;5,1;10,8
Torungen Fyr;SN36200;28.06.1962;1003,7;1005,9;1001,1;5,7;12,9
Torungen Fyr;SN36200;29.06.1962;1010,6;1011,1;1010,3;4,6;8,2
Torungen Fyr;SN36200;30.06.1962;1013;1013,5;1012,4;4,1;10,3
Torungen Fyr;SN36200;01.07.1962;1012,1;1014,5;1008,7;0;10,3
Torungen Fyr;SN36200;02.07.1962;1000;1003,4;996,3;9,3;12,3
Torungen Fyr;SN36200;03.07.1962;993;994,2;992,2;7,2;9,8
Torungen Fyr;SN36200;04.07.1962;1000,2;1001,6;998,8;4,6;10,3
Torungen Fyr;SN36200;05.07.1962;1002,3;1004,6;1000,8;5,1;8,2
Torungen Fyr;SN36200;06.07.1962;1009,4;1010,1;1008,2;3,1;6,2
Torungen Fyr;SN36200;07.07.1962;1012,3;1013,7;1010,5;2,6;6,7
Torungen Fyr;SN36200;08.07.1962;1017,7;1018,3;1016,7;1,5;7,2
Torungen Fyr;SN36200;09.07.1962;1021,2;1022,1;1020,7;3,6;4,1
Torungen Fyr;SN36200;10.07.1962;1019,7;1021,2;1017,6;1;5,1
Torungen Fyr;SN36200;11.07.1962;1013,3;1015,9;1010,9;4,1;8,7
Torungen Fyr;SN36200;12.07.1962;1005,9;1007;1004,8;3,1;4,6
Torungen Fyr;SN36200;13.07.1962;1007,5;1009,1;1005,6;4,1;8,7
Torungen Fyr;SN36200;14.07.1962;1009,5;1009,7;1009,3;2,1;4,1
Torungen Fyr;SN36200;15.07.1962;1009,4;1009,7;1009;2,6;6,7
Torungen Fyr;SN36200;16.07.1962;1011,6;1012,3;1010,7;2,6;5,7
Torungen Fyr;SN36200;17.07.1962;1015,8;1016,6;1014,5;2,6;6,7
Torungen Fyr;SN36200;18.07.1962;1016,8;1017,6;1015,6;5,7;12,9
Torungen Fyr;SN36200;19.07.1962;1015,9;1016,8;1014,3;4,6;8,2
Torungen Fyr;SN36200;20.07.1962;1009,5;1009,8;1008,8;7,7;10,3
Torungen Fyr;SN36200;21.07.1962;1007,4;1011,7;1001,5;1;10,3
Torungen Fyr;SN36200;22.07.1962;1004,5;1004,6;1004,4;2,1;14,4
Torungen Fyr;SN36200;23.07.1962;1008,2;1010,6;1006,3;8,2;10,8
Torungen Fyr;SN36200;24.07.1962;1018,3;1019,1;1017;4,1;7,2
Torungen Fyr;SN36200;25.07.1962;1020,3;1021,5;1018,6;4,1;7,2
Torungen Fyr;SN36200;26.07.1962;1018,2;1018,7;1017,7;4,1;6,2
Torungen Fyr;SN36200;27.07.1962;1019,1;1020,1;1018,1;4,6;8,7
